0,128
1,128
2,128
3,13665
4,128
5,128
6,128
7,128
8,13665
9,128
10,128
11,128
12,128
13,13665
14,13665
15,128
16,128
17,128
18,128
19,128
20,13665
21,128
22,13665
23,13665
24,219452
25,13665
26,13665
27,13665
28,13665
29,13665
30,128
31,13665
32,128
33,128
34,128
35,128
36,128
37,128
38,13665
39,128
40,128
41,13665
42,13665
43,13665
44,475261
45,128
46,128
47,13665
48,219452
49,13665
50,25966
51,128
52,13665
53,128
54,128
55,219452
56,13665
57,13665
58,13665
59,219452
60,13665
61,13665
62,219452
63,219452
64,13665
65,13665
66,13665
67,13665
68,25966
69,13665
70,475261
71,13665
72,25966
73,13665
74,128
75,128
76,128
77,13665
78,13665
79,128
80,128
81,25966
82,128
83,128
84,13665
85,13665
86,219452
87,219452
88,13665
89,223544
90,13665
91,13665
92,223544
93,13665
94,13665
95,13665
96,475261
97,13665
98,128
99,13665
100,128
101,1013196
102,219452
103,219452
104,219452
105,219452
106,13665
107,475261
108,13665
109,13665
110,219452
111,223544
112,1128803
113,219452
114,13665
115,13665
116,13665
117,475261
118,223544
119,219452
120,13665
121,13665
122,475261
123,13665
124,13665
125,13665
126,13665
127,475261
128,128
129,13665
130,128
131,13665
132,219452
133,13665
134,1013196
135,219452
136,219452
137,219452
138,219452
139,1128803
140,219452
141,219452
142,223544
143,13665
144,475261
145,223544
146,13665
147,223544
148,13665
149,475261
150,13665
151,223544
152,13665
153,13665
154,1013196
155,219452
156,219452
157,1128803
158,219452
159,219452
160,219452
161,13665
162,475261
163,223544
164,1128803
165,223544
166,13665
167,475261
168,13665
169,1013196
170,219452
171,1128803
172,219452
173,475261
174,1013196
175,219452
176,1128803
177,219452
178,1128803
179,219452
180,1128803
181,1128803
182,219452
183,475261
184,475261
185,219452
186,1013196
187,219452
188,1128803
189,1128803
190,475261
191,1013196
192,1013196
193,1128803
194,1128803
195,1013196
