0,168
1,168
2,168
3,22786
4,168
5,168
6,168
7,168
8,22786
9,168
10,168
11,168
12,168
13,22786
14,22786
15,168
16,168
17,168
18,168
19,168
20,22786
21,168
22,22786
23,22786
24,311402
25,22786
26,22786
27,22786
28,22786
29,22786
30,168
31,22786
32,168
33,168
34,168
35,168
36,168
37,168
38,22786
39,168
40,168
41,22786
42,22786
43,22786
44,693641
45,168
46,168
47,22786
48,311402
49,22786
50,42125
51,168
52,22786
53,168
54,168
55,311402
56,22786
57,22786
58,22786
59,311402
60,22786
61,22786
62,311402
63,311402
64,22786
65,22786
66,22786
67,22786
68,42125
69,22786
70,693641
71,22786
72,42125
73,22786
74,168
75,168
76,168
77,22786
78,22786
79,168
80,168
81,42125
82,168
83,168
84,22786
85,22786
86,311402
87,311402
88,22786
89,318068
90,22786
91,22786
92,318068
93,22786
94,22786
95,22786
96,693641
97,22786
98,168
99,22786
100,168
101,1439425
102,311402
103,311402
104,311402
105,311402
106,22786
107,693641
108,22786
109,22786
110,311402
111,318068
112,1643981
113,311402
114,22786
115,22786
116,22786
117,693641
118,318068
119,311402
120,22786
121,22786
122,693641
123,22786
124,22786
125,22786
126,22786
127,693641
128,168
129,22786
130,168
131,22786
132,311402
133,22786
134,1439425
135,311402
136,311402
137,311402
138,311402
139,1643981
140,311402
141,311402
142,318068
143,22786
144,693641
145,318068
146,22786
147,318068
148,22786
149,693641
150,22786
151,318068
152,22786
153,22786
154,1439425
155,311402
156,311402
157,1643981
158,311402
159,311402
160,311402
161,22786
162,693641
163,318068
164,1643981
165,318068
166,22786
167,693641
168,22786
169,1439425
170,311402
171,1643981
172,311402
173,693641
174,1439425
175,311402
176,1643981
177,311402
178,1643981
179,311402
180,1643981
181,1643981
182,311402
183,693641
184,693641
185,311402
186,1439425
187,311402
188,1643981
189,1643981
190,693641
191,1439425
192,1439425
193,1643981
194,1643981
195,1439425
