0,84
1,84
2,84
3,10668
4,84
5,84
6,84
7,84
8,10668
9,84
10,84
11,84
12,84
13,10668
14,10668
15,84
16,84
17,84
18,84
19,84
20,10668
21,84
22,10668
23,10668
24,176556
25,10668
26,10668
27,10668
28,10668
29,10668
30,84
31,10668
32,84
33,84
34,84
35,84
36,84
37,84
38,10668
39,84
40,84
41,10668
42,10668
43,10668
44,411002
45,84
46,84
47,10668
48,176556
49,10668
50,20275
51,84
52,10668
53,84
54,84
55,176556
56,10668
57,10668
58,10668
59,176556
60,10668
61,10668
62,176556
63,176556
64,10668
65,10668
66,10668
67,10668
68,20275
69,10668
70,411002
71,10668
72,20275
73,10668
74,84
75,84
76,84
77,10668
78,10668
79,84
80,84
81,20275
82,84
83,84
84,10668
85,10668
86,176556
87,176556
88,10668
89,179784
90,10668
91,10668
92,179784
93,10668
94,10668
95,10668
96,411002
97,10668
98,84
99,10668
100,84
101,809035
102,176556
103,176556
104,176556
105,176556
106,10668
107,411002
108,10668
109,10668
110,176556
111,179784
112,899764
113,176556
114,10668
115,10668
116,10668
117,411002
118,179784
119,176556
120,10668
121,10668
122,411002
123,10668
124,10668
125,10668
126,10668
127,411002
128,84
129,10668
130,84
131,10668
132,176556
133,10668
134,809035
135,176556
136,176556
137,176556
138,176556
139,899764
140,176556
141,176556
142,179784
143,10668
144,411002
145,179784
146,10668
147,179784
148,10668
149,411002
150,10668
151,179784
152,10668
153,10668
154,809035
155,176556
156,176556
157,899764
158,176556
159,176556
160,176556
161,10668
162,411002
163,179784
164,899764
165,179784
166,10668
167,411002
168,10668
169,809035
170,176556
171,899764
172,176556
173,411002
174,809035
175,176556
176,899764
177,176556
178,899764
179,176556
180,899764
181,899764
182,176556
183,411002
184,411002
185,176556
186,809035
187,176556
188,899764
189,899764
190,411002
191,809035
192,809035
193,899764
194,899764
195,809035
