0,68871
1,68871
2,68871
3,85127
4,68871
5,68871
6,68871
7,68871
8,85127
9,68871
10,68871
11,68871
12,68871
13,85127
14,85127
15,68871
16,68871
17,68871
18,68871
19,68871
20,85127
21,68871
22,85127
23,85127
24,196591
25,85127
26,85127
27,85127
28,85127
29,85127
30,68871
31,85127
32,68871
33,68871
34,68871
35,68871
36,68871
37,68871
38,85127
39,68871
40,68871
41,85127
42,85127
43,85127
44,121474
45,68871
46,68871
47,85127
48,196591
49,85127
50,106602
51,68871
52,85127
53,68871
54,68871
55,196591
56,85127
57,85127
58,85127
59,196591
60,85127
61,85127
62,103452
63,103452
64,85127
65,85127
66,85127
67,85127
68,106602
69,85127
70,121474
71,85127
72,106602
73,85127
74,68871
75,68871
76,68871
77,85127
78,85127
79,68871
80,68871
81,106602
82,68871
83,68871
84,85127
85,85127
86,196591
87,196591
88,85127
89,196591
90,85127
91,85127
92,116562
93,85127
94,85127
95,85127
96,121474
97,85127
98,68871
99,85127
100,68871
101,196591
102,196591
103,103452
104,103452
105,103452
106,85127
107,121474
108,85127
109,85127
110,196591
111,116562
112,196591
113,103452
114,85127
115,85127
116,85127
117,121474
118,116562
119,103452
120,85127
121,85127
122,121474
123,85127
124,85127
125,85127
126,85127
127,121474
128,68871
129,85127
130,68871
131,85127
132,196591
133,85127
134,196591
135,196591
136,103452
137,103452
138,196591
139,196591
140,103452
141,103452
142,196591
143,85127
144,121474
145,196591
146,85127
147,116562
148,85127
149,121474
150,85127
151,116562
152,85127
153,85127
154,196591
155,103452
156,103991
157,196591
158,103452
159,103452
160,103452
161,85127
162,121474
163,196591
164,196591
165,116562
166,85127
167,121474
168,85127
169,196591
170,196591
171,196591
172,103452
173,121474
174,196591
175,196591
176,196591
177,103452
178,196591
179,196591
180,196591
181,196591
182,103452
183,121474
184,121474
185,103452
186,196591
187,103452
188,147139
189,147139
190,121474
191,196591
192,196591
193,196591
194,196591
195,196591
