0,20626
1,20626
2,20626
3,21010
4,20626
5,20626
6,20626
7,20626
8,21010
9,20626
10,20626
11,20626
12,20626
13,21010
14,21010
15,20626
16,20626
17,20626
18,20626
19,20626
20,21010
21,20626
22,21010
23,21010
24,21371
25,21010
26,21010
27,21010
28,21010
29,21010
30,20626
31,21010
32,20626
33,20626
34,20626
35,20626
36,20626
37,20626
38,21010
39,20626
40,20626
41,21010
42,21010
43,21010
44,23877
45,20626
46,20626
47,21010
48,21371
49,21010
50,23078
51,20626
52,21010
53,20626
54,20626
55,21371
56,21010
57,21010
58,21010
59,21371
60,21010
61,21010
62,21371
63,21371
64,21010
65,21010
66,21010
67,21010
68,23078
69,21010
70,23877
71,21010
72,23078
73,21010
74,20626
75,20626
76,20626
77,21010
78,21010
79,20626
80,20626
81,23078
82,20626
83,20626
84,21010
85,21010
86,21371
87,21371
88,21010
89,24272
90,21010
91,21010
92,24272
93,21010
94,21010
95,21010
96,23877
97,21010
98,20626
99,21010
100,20626
101,23551
102,21371
103,21371
104,21371
105,21371
106,21010
107,23877
108,21010
109,21010
110,21371
111,24272
112,25216
113,21371
114,21010
115,21010
116,21010
117,23877
118,24272
119,21371
120,21010
121,21010
122,23877
123,21010
124,21010
125,21010
126,21010
127,23877
128,20626
129,21010
130,20626
131,21010
132,21371
133,21010
134,27569
135,21371
136,21371
137,21371
138,21371
139,25216
140,21371
141,21371
142,24272
143,21010
144,23877
145,24272
146,21010
147,24272
148,21010
149,23877
150,21010
151,24272
152,21010
153,21010
154,24035
155,21371
156,21371
157,25216
158,21371
159,21371
160,21371
161,21010
162,23877
163,24272
164,25216
165,24272
166,21010
167,23877
168,21010
169,24820
170,21371
171,25216
172,21371
173,23877
174,23732
175,21371
176,25216
177,21371
178,25216
179,21371
180,25216
181,25216
182,21371
183,23877
184,23877
185,21371
186,21681
187,21371
188,25216
189,25216
190,23877
191,23007
192,23618
193,25216
194,25216
195,21681
